City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,brigantine,39.4101,-74.3646,25.01,55,0,5.66,US,1725294425
295,uturoa,-16.7333,-151.4333,25.11,73,85,10.88,PF,1725294606
296,peniche,39.3558,-9.3811,21.78,75,6,9.91,PT,1725294606
297,saida,34.8303,0.1517,30.48,42,8,5.88,DZ,1725294606
298,larkird,35.4894,66.6641,12.84,44,0,1.57,AF,1725294606
299,mahdia,35.5047,11.0622,29.99,57,53,4.42,TN,1725294606
300,shuangjiang,26.1547,109.7138,24.59,82,49,1.05,CN,1725294606
301,inari,68.906,27.0288,15.12,74,11,1.75,FI,1725294606
302,caxias,38.7031,-9.2767,23.89,57,20,10.8,PT,1725294606
303,egilsstadir,65.2653,-14.3948,11.95,82,100,1.54,IS,1725294607
304,fortuna,40.5982,-124.1573,14.4,97,100,0.0,US,1725294607
305,saint-francois,46.4154,3.9054,28.14,50,0,1.54,FR,1725294607
306,kiunga,-6.1219,141.2906,23.24,100,100,1.22,PG,1725294607
307,mermoz boabab,14.7065,-17.4758,30.88,66,20,3.09,SN,1725294607
308,pandan,14.0453,124.1694,26.81,85,100,6.22,PH,1725294607
309,amahai,-3.3333,128.9167,24.7,90,89,0.76,ID,1725294607
310,benguela,-12.5763,13.4055,22.04,83,14,2.66,AO,1725294607
311,altamont,42.2068,-121.7372,20.55,50,0,1.34,US,1725294607
312,coquimbo,-29.9533,-71.3436,15.55,65,40,1.54,CL,1725294607
313,san pedro pochutla,15.7333,-96.4667,29.28,57,100,1.7,MX,1725294607
314,port macquarie,-31.4333,152.9167,14.48,43,0,0.89,AU,1725294607
315,serafimovskiy,54.4241,53.7964,12.5,58,0,1.16,RU,1725294607
316,maragogi,-9.0122,-35.2225,25.88,60,10,5.38,BR,1725294608
317,canoinhas,-26.1772,-50.39,27.46,18,18,2.02,BR,1725294608
318,fort st. john,56.2499,-120.8529,15.94,63,75,4.12,CA,1725294608
319,chiredzi,-21.05,31.6667,20.16,33,0,2.29,ZW,1725294608
320,la ronge,55.1001,-105.2842,22.14,46,40,1.54,CA,1725294608
321,susuman,62.7833,148.1667,7.64,90,100,3.1,RU,1725294608
322,afaahiti,-17.75,-149.2833,22.55,76,97,12.23,PF,1725294608
323,vilyuchinsk,52.9306,158.4028,13.15,73,94,2.33,RU,1725294608
324,ciudad satelite,19.5167,-99.25,18.28,72,100,0.99,MX,1725294608
325,kurikka,62.6167,22.4167,18.24,90,56,2.41,FI,1725294608
326,celestun,20.8667,-90.4,31.1,64,81,2.75,MX,1725294608
327,sena madureira,-9.0656,-68.6569,40.11,14,12,2.12,BR,1725294609
328,port elizabeth,-33.918,25.5701,19.16,89,0,8.75,ZA,1725294562
329,kochenevo,55.0218,82.202,8.66,92,100,9.79,RU,1725294609
330,kayangel,8.0823,134.7173,28.97,69,77,3.96,PW,1725294609
331,kingman,35.1894,-114.053,31.74,12,0,2.06,US,1725294609
332,yigo village,13.5361,144.8886,27.16,79,75,2.57,GU,1725294609
333,ixtapa,20.7,-105.2,30.13,79,75,2.57,MX,1725294609
334,lae,-6.7221,146.9847,21.96,93,100,2.91,PG,1725294609
335,ouani,-12.1322,44.4258,24.47,76,21,4.43,KM,1725294609
336,puerto ayora,-0.7393,-90.3518,21.97,80,93,0.89,EC,1725294551
337,uberaba,-19.7483,-47.9319,33.32,10,0,3.09,BR,1725294377
338,vel'sk,61.0701,42.0983,16.78,80,26,2.21,RU,1725294609
339,notse,6.95,1.1667,29.01,61,98,1.17,TG,1725294609
340,ancud,-41.8697,-73.8203,8.83,68,91,6.9,CL,1725294609
341,lakatoro,-16.0999,167.4164,24.53,70,72,6.12,VU,1725294610
342,haiku-pauwela,20.9219,-156.3051,23.47,84,0,5.66,US,1725294610
343,al fqih ben calah,32.5009,-6.6906,37.7,21,1,8.05,MA,1725294610
344,chul'man,56.8479,124.9104,8.06,94,91,1.61,RU,1725294610
345,nantucket,41.2835,-70.0995,22.06,73,100,9.26,US,1725294610
346,zag,46.9441,99.165,12.11,44,93,1.41,MN,1725294610
347,kidal,18.4411,1.4078,31.41,45,93,2.46,ML,1725294610
348,vizinga,61.0749,50.1031,13.55,82,95,2.1,RU,1725294610
349,revelstoke,50.9832,-118.2023,17.01,88,75,1.54,CA,1725294610
350,emmett,43.8735,-116.4993,24.8,32,100,2.24,US,1725294610
351,immokalee,26.4187,-81.4173,33.31,49,25,4.84,US,1725294611
352,baie-comeau,49.2168,-68.1489,13.82,77,100,8.75,CA,1725294419
353,agua de dios,4.3765,-74.67,32.54,39,4,1.8,CO,1725294611
354,berbera,10.4396,45.0143,33.59,44,27,2.32,SO,1725294611
355,tchollire,8.4022,14.1698,24.2,88,99,1.53,CM,1725294611
356,pasuquin,18.3328,120.6177,26.97,94,75,4.63,PH,1725294611
357,belmonte,-15.8631,-38.8828,26.33,55,75,4.24,BR,1725294611
358,mo i rana,66.3128,14.1428,19.26,67,40,4.63,NO,1725294611
359,buta,2.7858,24.73,24.36,81,91,0.51,CD,1725294611
360,jwaneng,-24.6004,24.7303,19.25,21,0,4.08,BW,1725294611
361,oranjemund,-28.55,16.4333,20.13,48,0,1.15,,1725294611
362,khandyga,62.6667,135.6,7.6,97,100,0.31,RU,1725294611
363,goundi,9.3627,17.366,23.25,92,99,1.8,TD,1725294611
364,kapoeta,4.7717,33.5903,26.45,61,55,1.61,SS,1725294611
365,ust-tsilma,65.441,52.1498,9.9,76,100,3.55,RU,1725294612
366,ben lomond,37.0891,-122.0863,20.33,76,0,1.56,US,1725294612
367,rzhyshchiv,49.9689,31.0463,26.47,31,85,3.5,UA,1725294612
368,taltal,-25.4,-70.4833,16.27,71,25,3.09,CL,1725294612
369,nochistlan de mejia,21.3667,-102.85,23.22,56,23,2.32,MX,1725294612
370,andalgala,-27.5819,-66.3165,30.82,8,0,4.45,AR,1725294612
371,pierre,44.3683,-100.351,24.6,53,0,11.83,US,1725294612
372,nemuro,43.3236,145.575,17.96,96,100,3.21,JP,1725294612
373,acarau,-2.8856,-40.12,31.16,49,36,7.14,BR,1725294612
374,sao raimundo nonato,-9.0153,-42.6994,33.36,16,8,4.07,BR,1725294612
375,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,70,20,2.06,BR,1725294612
376,pokachi,61.7198,75.3683,8.51,93,100,6.12,RU,1725294612
377,san jose de jachal,-30.2406,-68.7469,34.14,4,0,3.04,AR,1725294612
378,rayon,19.1444,-99.5836,17.93,72,100,1.38,MX,1725294613
379,goure,13.9835,10.2704,24.66,84,100,3.44,NE,1725294613
380,tucupita,9.0622,-62.051,25.78,89,100,0.81,VE,1725294613
381,inverell,-29.7833,151.1167,10.37,58,0,5.81,AU,1725294613
382,az zulfi,26.2995,44.8154,32.99,14,6,4.21,SA,1725294613
383,kota,25.1833,75.8333,27.05,86,77,2.97,IN,1725294613
384,valle nacional,17.7833,-96.3167,31.59,60,100,2.09,MX,1725294613
385,spassk-ryazanskiy,54.4072,40.3806,19.45,43,0,4.03,RU,1725294613
386,oktyabr'skoye,43.0645,44.7417,25.08,57,0,4.0,RU,1725294613
387,khilok,51.3674,110.4676,13.18,87,58,1.75,RU,1725294613
388,simanggang,1.2472,111.4528,26.99,88,97,0.0,MY,1725294613
389,usta muhammad,28.1794,68.0445,33.48,42,1,3.14,PK,1725294613
390,usinsk,65.9939,57.5281,8.41,82,100,7.46,RU,1725294613
391,piacabucu,-10.4056,-36.4344,26.33,59,29,5.05,BR,1725294613
392,natal,-5.795,-35.2094,27.36,61,75,8.75,BR,1725294449
393,essaouira,31.5125,-9.77,22.7,79,0,13.52,MA,1725294614
394,tindouf,27.6711,-8.1474,42.25,13,59,7.2,DZ,1725294614
395,midvagur,62.0511,-7.1939,12.46,94,100,2.57,FO,1725294614
396,parapat,2.663,98.9349,20.51,92,97,1.66,ID,1725294614
397,st. paul,44.9444,-93.0933,22.54,56,0,3.09,US,1725294420
398,vieira de leiria,39.8695,-8.9324,19.06,72,75,7.72,PT,1725294614
399,bam,29.106,58.357,29.63,11,2,6.77,IR,1725294614
400,geraldton,-28.7667,114.6,13.23,94,0,3.6,AU,1725294614
401,ola,59.5833,151.2833,8.01,89,70,3.5,RU,1725294614
402,preobrazheniye,42.9019,133.9064,15.96,62,0,3.25,RU,1725294614
403,mpika,-11.8343,31.4529,14.83,30,1,1.62,ZM,1725294614
404,springfield,37.2153,-93.2982,24.54,61,0,4.12,US,1725294602
405,ta`u,-14.2336,-169.5144,25.53,80,16,6.13,AS,1725294615
406,lospalos,-8.5186,127.0025,22.39,87,67,3.07,TL,1725294615
407,warrnambool,-38.3833,142.4833,9.21,78,54,5.83,AU,1725294615
408,nova xavantina,-14.6667,-52.35,38.18,11,5,2.21,BR,1725294615
409,santa elena de uairen,4.6167,-61.1333,23.17,73,98,2.06,VE,1725294615
410,kalat,29.0225,66.5916,22.47,57,77,1.17,PK,1725294615
411,tondano,1.3038,124.9112,22.05,96,82,1.29,ID,1725294615
412,szarvas,46.8667,20.55,29.89,19,10,2.04,HU,1725294615
413,moramanga,-18.9333,48.2,14.19,99,52,1.27,MG,1725294615
414,nelson bay,-32.7167,152.15,12.83,43,0,5.81,AU,1725294616
415,lensk,60.7253,114.9278,9.44,96,73,3.57,RU,1725294616
416,nar'yan-mar,67.6713,53.087,7.44,81,100,6.71,RU,1725294616
417,collinsville,38.6703,-89.9846,24.38,58,0,4.12,US,1725294616
418,arica,-18.475,-70.3042,16.13,72,100,4.12,CL,1725294461
419,istra,55.9178,36.8642,18.71,47,0,2.32,RU,1725294616
420,thanh hoa,19.8,105.7667,26.16,89,100,1.12,VN,1725294616
421,nyagan,62.1406,65.3936,10.72,73,97,4.6,RU,1725294616
422,alaghsas,17.0187,8.0168,32.94,52,40,4.12,NE,1725294616
423,magadan,59.5667,150.8,8.86,93,80,4.42,RU,1725294596
424,galveston,29.3669,-94.9669,27.23,92,73,6.46,US,1725294616
425,angaur state,6.906,134.13,28.58,70,61,3.23,PW,1725294617
426,callao,-12.0667,-77.15,20.95,77,100,3.09,PE,1725294471
427,kone,-21.0595,164.8658,17.71,91,2,1.89,NC,1725294617
428,hadibu,12.65,54.0333,26.26,77,97,7.33,YE,1725294617
429,al ghayzah,16.2079,52.176,26.54,78,64,7.55,YE,1725294617
430,sabang,5.8933,95.3214,28.68,80,100,9.47,ID,1725294617
431,korhogo,9.45,-5.6333,26.58,81,69,2.87,CI,1725294617
432,eldorado,-23.7869,-54.2836,30.72,23,15,1.74,BR,1725294617
433,nikolayevsk-on-amure,53.1406,140.73,7.9,91,14,2.87,RU,1725294617
434,nizhniy kuranakh,58.8353,125.4869,10.49,96,67,2.72,RU,1725294617
435,karatuzskoye,53.6072,92.8667,8.7,95,100,4.1,RU,1725294617
436,leninskoye,41.7589,69.3864,15.37,33,0,3.43,KZ,1725294617
437,solnechnyy,50.7214,136.6319,12.3,64,15,3.05,RU,1725294617
438,port saint john's,-31.6229,29.5448,18.14,80,17,5.48,ZA,1725294618
439,niquero,20.0431,-77.5828,32.0,60,34,2.63,CU,1725294618
440,kupang,-10.1667,123.5833,26.32,78,36,3.09,ID,1725294618
441,tual,-5.6667,132.75,26.22,81,99,7.81,ID,1725294618
442,taulaga,-11.0553,-171.0883,27.73,67,38,6.48,AS,1725294618
443,poronaysk,49.2167,143.1167,13.13,72,0,4.77,RU,1725294618
444,prince albert,53.2001,-105.7677,20.97,49,20,3.09,CA,1725294618
445,curup,-3.4667,102.5333,21.44,99,81,0.73,ID,1725294618
446,saint-joseph,-21.3667,55.6167,21.21,80,47,4.08,RE,1725294618
447,chernyshevskiy,63.0128,112.4714,8.92,97,100,3.3,RU,1725294618
448,amilly,47.9728,2.7719,26.6,45,30,3.95,FR,1725294618
449,turinsk,58.0458,63.696,12.59,97,20,3.1,RU,1725294618
450,marakkanam,12.2,79.95,29.13,69,85,6.27,IN,1725294618
451,trail,49.0998,-117.7022,28.98,25,81,1.51,CA,1725294619
452,paramonga,-10.6667,-77.8333,19.14,72,66,4.69,PE,1725294619
453,luderitz,-26.6481,15.1594,22.29,39,1,0.98,,1725294619
454,la oliva,28.6105,-13.9291,23.66,69,20,8.23,ES,1725294619
455,inhambane,-23.865,35.3833,20.99,64,40,3.6,MZ,1725294619
456,tazacorte,28.629,-17.9293,26.19,69,20,6.17,ES,1725294619
457,cabo san lucas,22.8909,-109.9124,33.06,59,0,1.54,MX,1725294619
458,shihezi,44.3,86.0333,14.91,50,100,2.07,CN,1725294619
459,freetown,8.484,-13.2299,25.84,89,75,5.14,SL,1725294448
460,san juan,-31.5375,-68.5364,31.99,9,68,3.62,AR,1725294402
461,newman,37.3138,-121.0208,20.03,71,0,1.34,US,1725294619
462,puerto santander,8.3636,-72.4063,33.73,46,34,2.53,CO,1725294619
463,zeya,53.75,127.2667,9.41,83,9,1.27,RU,1725294619
464,dalandzadgad,43.5708,104.425,21.81,37,2,1.92,MN,1725294620
465,poltavka,54.3663,71.7632,14.78,68,100,8.41,RU,1725294620
466,kabalo,-6.05,26.9167,32.32,29,81,1.69,CD,1725294620
467,vicosa do ceara,-3.5622,-41.0922,33.16,23,28,3.09,BR,1725294620
468,st. john's,47.5649,-52.7093,24.66,80,75,4.63,CA,1725294547
469,anar darah,32.7587,61.654,26.76,11,0,11.07,AF,1725294620
470,kruisfontein,-34.0033,24.7314,16.86,73,10,3.4,ZA,1725294620
471,siddipet,18.1,78.85,22.56,93,97,6.44,IN,1725294620
472,severo-yeniseyskiy,60.3725,93.0408,0.66,91,93,1.57,RU,1725294620
473,karachi,24.9056,67.0822,27.9,78,40,3.09,PK,1725294620
474,manokwari,-0.8667,134.0833,25.89,80,75,1.29,ID,1725294620
475,coro,11.4045,-69.6734,31.2,61,46,4.37,VE,1725294621
476,tabou,4.423,-7.3528,25.17,77,40,3.3,CI,1725294621
477,barra de santo antonio,-9.4047,-35.5072,25.75,58,24,4.69,BR,1725294621
478,nacala,-14.5428,40.6728,24.62,60,20,5.66,MZ,1725294621
479,vyborg,60.7076,28.7528,19.48,79,95,2.69,RU,1725294621
480,lorengau,-2.0226,147.2712,26.62,80,100,2.18,PG,1725294621
481,saldanha,-33.0117,17.9442,25.03,69,33,3.84,ZA,1725294621
482,lewistown,40.5992,-77.5714,20.67,52,20,5.14,US,1725294621
483,vytegra,61.0064,36.4481,19.22,78,25,2.74,RU,1725294621
484,san luis,-33.295,-66.3356,24.17,21,28,5.09,AR,1725294621
485,broome,42.2506,-75.833,19.74,61,75,6.17,US,1725294621
486,fish town,5.1964,-7.8756,26.45,73,90,2.63,LR,1725294621
487,danielskuil,-28.1887,23.5395,19.4,21,0,2.97,ZA,1725294621
488,timbuktu,16.7735,-3.0074,32.23,46,60,5.49,ML,1725294622
489,nova vicosa,-17.8919,-39.3719,28.67,50,8,6.6,BR,1725294622
490,shanwei,22.782,115.3475,28.96,77,83,2.01,CN,1725294622
491,as sulayyil,20.4607,45.5779,37.01,11,45,4.23,SA,1725294622
492,mezhdurechenskiy,59.6,65.9333,10.98,84,68,2.93,RU,1725294622
493,tougan,13.0667,-3.0667,28.19,74,80,3.96,BF,1725294622
494,castillos,-34.1667,-53.8333,17.11,74,100,1.35,UY,1725294622
495,atar,20.5169,-13.0499,41.59,14,13,5.76,MR,1725294622
496,calatagan,13.8833,120.65,26.32,85,100,5.36,PH,1725294622
497,tombodu,8.1333,-10.6167,23.8,97,100,1.33,SL,1725294622
498,la junta,37.985,-103.5438,23.16,38,0,4.63,US,1725294622
499,ulladulla,-35.35,150.4667,10.06,45,0,3.81,AU,1725294623
500,catania,37.5021,15.0872,32.88,44,0,4.12,IT,1725294623
501,kuqa,41.7278,82.9364,22.41,22,100,7.87,CN,1725294623
502,slave lake,55.2834,-114.769,17.99,82,0,2.06,CA,1725294623
503,dedovichi,57.5517,29.9502,17.75,84,100,0.95,RU,1725294623
504,elista,46.3078,44.2558,26.29,29,26,13.0,RU,1725294623
505,qarazhal,48.0078,70.7903,12.25,41,23,0.24,KZ,1725294623
506,moral de calatrava,38.7919,-3.5786,32.71,23,27,5.23,ES,1725294623
507,vanimo,-2.6741,141.3028,24.9,89,94,1.28,PG,1725294623
508,safaga,26.7292,33.9365,34.3,37,3,8.03,EG,1725294623
509,cunduacan,18.0667,-93.1667,31.62,69,99,0.74,MX,1725294623
510,novyy urgal,51.0736,132.5642,8.24,82,15,1.55,RU,1725294623
511,rasht,37.2808,49.5832,25.9,78,20,0.0,IR,1725294624
512,durban,-29.8579,31.0292,20.51,77,66,1.4,ZA,1725294624
513,urengoy,65.9667,78.3667,7.52,96,100,2.48,RU,1725294624
514,shelton,41.3165,-73.0932,25.57,61,20,4.63,US,1725294624
515,marion,39.7684,-86.1555,23.42,56,20,5.66,US,1725294412
516,kish,26.5578,54.0194,33.15,75,83,3.09,IR,1725294452
517,kapuskasing,49.4169,-82.4331,16.05,51,75,6.17,CA,1725294624
518,hirara,24.8,125.2833,27.92,94,40,2.06,JP,1725294624
519,lautoka,-17.6167,177.4667,18.92,82,20,0.0,FJ,1725294624
520,alpena,45.0617,-83.4327,19.18,53,0,4.47,US,1725294624
521,motueka,-41.1333,173.0167,8.87,96,53,0.65,NZ,1725294624
522,aldinga beach,-35.2793,138.4604,10.93,83,0,0.48,AU,1725294625
523,nargund,15.7167,75.3833,23.28,82,75,4.93,IN,1725294625
524,brooks,50.5834,-111.8851,22.24,64,11,1.03,CA,1725294625
525,kristiansund,63.1115,7.732,18.36,59,0,3.6,NO,1725294625
526,holualoa,19.6228,-155.9522,22.15,89,13,1.86,US,1725294625
527,koesan,36.8108,127.7947,22.55,91,75,1.74,KR,1725294625
528,zavodskoy,43.4597,132.2922,10.77,100,0,0.0,RU,1725294625
529,port shepstone,-30.7414,30.455,18.37,77,29,3.72,ZA,1725294625
530,kirakira,-10.4544,161.9205,25.12,87,100,6.16,SB,1725294626
531,tsetserleg,47.475,101.4542,12.89,40,100,1.81,MN,1725294626
532,rikaze,29.25,88.8833,14.16,50,91,2.63,CN,1725294626
533,port augusta,-32.5,137.7667,6.57,80,0,2.16,AU,1725294626
534,dwarka,22.2394,68.9678,27.86,84,99,3.12,IN,1725294626
535,isfana,39.8386,69.5306,14.7,27,1,1.37,KG,1725294626
536,zemio,5.0314,25.1361,23.56,83,59,1.04,CF,1725294626
537,guiuan,11.0333,125.7247,29.49,72,91,4.98,PH,1725294626
538,wynyard,-41.0,145.7167,7.32,78,35,7.66,AU,1725294626
539,margate,51.3813,1.3862,22.71,73,97,0.45,GB,1725294626
540,santa isabel,-23.3156,-46.2214,28.61,19,6,4.94,BR,1725294626
541,riyadh,24.6877,46.7219,36.78,13,8,4.97,SA,1725294502
542,warwick,41.7001,-71.4162,25.5,54,75,2.57,US,1725294626
543,boguchany,58.3814,97.4531,5.55,94,34,1.28,RU,1725294627
544,nouadhibou,20.931,-17.0347,24.99,69,22,9.26,MR,1725294627
545,caucete,-31.6518,-68.2811,29.5,13,27,2.81,AR,1725294627
546,xining,36.6167,101.7667,17.93,87,90,1.28,CN,1725294627
547,polyarnyy,69.1989,33.4478,14.8,78,64,1.01,RU,1725294518
548,hyesan,41.4017,128.1778,11.3,87,5,0.83,KP,1725294627
549,arkhangel'sk,64.5401,40.5433,14.06,72,75,1.0,RU,1725294627
550,uruzgan,32.8333,66.0,25.47,14,5,1.33,AF,1725294627
551,el granada,37.5027,-122.4694,19.36,85,100,5.14,US,1725294568
552,redencao,-4.2258,-38.7306,34.49,25,86,3.78,BR,1725294627
553,oxford,51.7522,-1.256,22.06,75,40,5.14,GB,1725294330
554,igrim,63.1906,64.4162,10.48,70,88,5.13,RU,1725294628
555,rongelap,11.1635,166.8941,27.86,78,21,2.37,MH,1725294628
556,villa del prado,40.2692,-4.3046,33.62,21,54,3.61,ES,1725294628
557,juneau,58.3019,-134.4197,11.9,100,100,2.06,US,1725294628
558,desaguadero,-16.5656,-69.0417,8.77,62,73,5.79,PE,1725294628
559,ajdabiya,30.7554,20.2263,28.41,56,0,5.13,LY,1725294628
560,mammoth lakes,37.6485,-118.9721,20.4,30,40,3.6,US,1725294628
561,kailua-kona,19.6406,-155.9956,24.22,89,17,2.1,US,1725294628
562,zhangjiakou,40.81,114.8794,16.87,71,13,2.77,CN,1725294599
563,phetchaburi,12.9667,99.5833,22.78,91,100,2.47,TH,1725294628
564,campbell river,50.0163,-125.2446,19.14,82,40,4.12,CA,1725294580
565,trincomalee,8.5711,81.2335,28.18,76,90,9.62,LK,1725294628
566,visby,57.6409,18.296,17.24,63,40,1.54,SE,1725294552
567,port hedland,-20.3167,118.5667,24.03,73,20,3.6,AU,1725294628
568,samana,19.2056,-69.3369,29.12,79,75,2.06,DO,1725294629
569,sandnessjoen,66.0217,12.6316,20.06,45,0,2.57,NO,1725294629
570,bintulu,3.1667,113.0333,26.23,94,20,0.0,MY,1725294629
571,nanfeng,23.7434,111.7959,26.2,90,8,0.41,CN,1725294629
572,tubarjal,30.4999,38.216,31.47,18,0,4.09,SA,1725294629
573,bechar,31.6167,-2.2167,37.18,14,40,3.6,DZ,1725294629
574,bengkulu,-3.8004,102.2655,26.03,90,92,2.32,ID,1725294629
575,pangkalpinang,-2.1333,106.1333,26.3,86,38,3.11,ID,1725294629
576,black point,-34.6187,137.8972,9.72,74,0,1.49,AU,1725294629
577,la passe,45.5549,-0.8967,19.77,91,100,4.23,FR,1725294629
578,uvalde,29.3669,-99.767,27.4,77,100,2.06,US,1725294629
579,luau,-10.7073,22.2247,26.71,21,88,2.15,AO,1725294629
580,ha dong,20.9725,105.7772,30.01,85,97,2.68,VN,1725294630
581,ha'il,27.5219,41.6907,34.01,20,0,3.09,SA,1725294630
582,copiapo,-27.3667,-70.3333,21.73,36,0,3.77,CL,1725294489
583,fort mcmurray,56.7268,-111.381,18.77,68,100,1.54,CA,1725294614
584,seven pagodas,12.6264,80.1722,29.61,71,96,5.15,IN,1725294630
585,fort valley,32.5538,-83.8874,31.66,58,0,0.0,US,1725294630
586,bamboo flat,11.7,92.7167,26.88,79,100,5.3,IN,1725294631
587,purpe,64.4803,76.6897,8.11,92,100,1.54,RU,1725294631
588,kirensk,57.7853,108.1119,8.05,82,100,2.05,RU,1725294363
